Navn;Stasjon;Tid(norsk normaltid);Lufttemperatur;Nedbør (1 t)
Oslo - Blindern;SN18700;12.03.2020 00:00;3,5;0
Oslo - Blindern;SN18700;12.03.2020 01:00;3,1;0
Oslo - Blindern;SN18700;12.03.2020 02:00;2,1;0
Oslo - Blindern;SN18700;12.03.2020 03:00;0,9;0
Oslo - Blindern;SN18700;12.03.2020 04:00;1,1;0
Oslo - Blindern;SN18700;12.03.2020 05:00;0,9;0
Oslo - Blindern;SN18700;12.03.2020 06:00;0,3;0
Oslo - Blindern;SN18700;12.03.2020 07:00;0,2;0
Oslo - Blindern;SN18700;12.03.2020 08:00;0,3;0
Oslo - Blindern;SN18700;12.03.2020 09:00;0,9;0
Oslo - Blindern;SN18700;12.03.2020 10:00;1,9;0
Oslo - Blindern;SN18700;12.03.2020 11:00;2,7;0
Oslo - Blindern;SN18700;12.03.2020 12:00;4,2;0
Oslo - Blindern;SN18700;12.03.2020 13:00;6,4;0
Oslo - Blindern;SN18700;12.03.2020 14:00;7,1;0
Oslo - Blindern;SN18700;12.03.2020 15:00;8;0
Oslo - Blindern;SN18700;12.03.2020 16:00;7,4;0
Oslo - Blindern;SN18700;12.03.2020 17:00;6,7;0
Oslo - Blindern;SN18700;12.03.2020 18:00;5,5;0
Oslo - Blindern;SN18700;12.03.2020 19:00;5;0
Oslo - Blindern;SN18700;12.03.2020 20:00;4,3;0
Oslo - Blindern;SN18700;12.03.2020 21:00;3,9;0
Oslo - Blindern;SN18700;12.03.2020 22:00;2,9;0
Oslo - Blindern;SN18700;12.03.2020 23:00;1,8;0
Oslo - Blindern;SN18700;13.03.2020 00:00;4,3;0
Oslo - Blindern;SN18700;13.03.2020 01:00;2,8;0
Oslo - Blindern;SN18700;13.03.2020 02:00;2,1;0
Oslo - Blindern;SN18700;13.03.2020 03:00;2,4;0
Oslo - Blindern;SN18700;13.03.2020 04:00;2,4;0
Oslo - Blindern;SN18700;13.03.2020 05:00;2,8;0
Oslo - Blindern;SN18700;13.03.2020 06:00;1,1;0
Oslo - Blindern;SN18700;13.03.2020 07:00;0,8;0,1
Oslo - Blindern;SN18700;13.03.2020 08:00;0,2;0,1
Oslo - Blindern;SN18700;13.03.2020 09:00;0,7;0
Oslo - Blindern;SN18700;13.03.2020 10:00;1,2;0
Oslo - Blindern;SN18700;13.03.2020 11:00;1,9;0
Oslo - Blindern;SN18700;13.03.2020 12:00;2,9;0
Oslo - Blindern;SN18700;13.03.2020 13:00;3,2;0
Oslo - Blindern;SN18700;13.03.2020 14:00;3,1;0
Oslo - Blindern;SN18700;13.03.2020 15:00;3,1;0
Oslo - Blindern;SN18700;13.03.2020 16:00;3,3;0
Oslo - Blindern;SN18700;13.03.2020 17:00;2,9;0
Oslo - Blindern;SN18700;13.03.2020 18:00;1,6;0
Oslo - Blindern;SN18700;13.03.2020 19:00;0,8;0
Oslo - Blindern;SN18700;13.03.2020 20:00;0;0
Oslo - Blindern;SN18700;13.03.2020 21:00;-0,5;0
Oslo - Blindern;SN18700;13.03.2020 22:00;-1,1;0
Oslo - Blindern;SN18700;13.03.2020 23:00;-1,3;0
Oslo - Blindern;SN18700;14.03.2020 00:00;-2,8;0
Oslo - Blindern;SN18700;14.03.2020 01:00;-3,6;0
Oslo - Blindern;SN18700;14.03.2020 02:00;-3,7;0
Oslo - Blindern;SN18700;14.03.2020 03:00;-4,8;0
Oslo - Blindern;SN18700;14.03.2020 04:00;-5,1;0
Oslo - Blindern;SN18700;14.03.2020 05:00;-5,5;0
Oslo - Blindern;SN18700;14.03.2020 06:00;-6;0
Oslo - Blindern;SN18700;14.03.2020 07:00;-6,2;0
Oslo - Blindern;SN18700;14.03.2020 08:00;-4,4;0
Oslo - Blindern;SN18700;14.03.2020 09:00;-1,7;0
Oslo - Blindern;SN18700;14.03.2020 10:00;-0,5;0
Oslo - Blindern;SN18700;14.03.2020 11:00;0,5;0
Oslo - Blindern;SN18700;14.03.2020 12:00;1,8;0
Oslo - Blindern;SN18700;14.03.2020 13:00;3,1;0
Oslo - Blindern;SN18700;14.03.2020 14:00;2,7;0
Oslo - Blindern;SN18700;14.03.2020 15:00;3,4;0
Oslo - Blindern;SN18700;14.03.2020 16:00;3,4;0
Oslo - Blindern;SN18700;14.03.2020 17:00;2,4;0
Oslo - Blindern;SN18700;14.03.2020 18:00;1,8;0
Oslo - Blindern;SN18700;14.03.2020 19:00;1,8;0
Oslo - Blindern;SN18700;14.03.2020 20:00;1,8;0
Oslo - Blindern;SN18700;14.03.2020 21:00;2;0
Oslo - Blindern;SN18700;14.03.2020 22:00;2,2;0
Oslo - Blindern;SN18700;14.03.2020 23:00;2,2;0
Oslo - Blindern;SN18700;15.03.2020 00:00;2,3;0
Oslo - Blindern;SN18700;15.03.2020 01:00;3,1;0
Oslo - Blindern;SN18700;15.03.2020 02:00;3;0
Oslo - Blindern;SN18700;15.03.2020 03:00;2,7;0
Oslo - Blindern;SN18700;15.03.2020 04:00;2,4;0,1
Oslo - Blindern;SN18700;15.03.2020 05:00;2,7;0,2
Oslo - Blindern;SN18700;15.03.2020 06:00;3,6;0,1
Oslo - Blindern;SN18700;15.03.2020 07:00;3,5;0,4
Oslo - Blindern;SN18700;15.03.2020 08:00;3,8;0
Oslo - Blindern;SN18700;15.03.2020 09:00;4;0,1
Oslo - Blindern;SN18700;15.03.2020 10:00;4,3;0,1
Oslo - Blindern;SN18700;15.03.2020 11:00;4,5;0,1
Oslo - Blindern;SN18700;15.03.2020 12:00;4,8;0,1
Oslo - Blindern;SN18700;15.03.2020 13:00;5,2;0,4
Oslo - Blindern;SN18700;15.03.2020 14:00;5,5;1
Oslo - Blindern;SN18700;15.03.2020 15:00;5,8;0,2
Oslo - Blindern;SN18700;15.03.2020 16:00;6;0,2
Oslo - Blindern;SN18700;15.03.2020 17:00;6,1;0
Oslo - Blindern;SN18700;15.03.2020 18:00;6,3;0
Oslo - Blindern;SN18700;15.03.2020 19:00;6,1;0
Oslo - Blindern;SN18700;15.03.2020 20:00;5,4;0
Oslo - Blindern;SN18700;15.03.2020 21:00;5,4;0
Oslo - Blindern;SN18700;15.03.2020 22:00;4,9;0
Oslo - Blindern;SN18700;15.03.2020 23:00;4,4;0
Oslo - Blindern;SN18700;16.03.2020 00:00;3,9;0
Oslo - Blindern;SN18700;16.03.2020 01:00;3,3;0
Oslo - Blindern;SN18700;16.03.2020 02:00;3,1;0
Oslo - Blindern;SN18700;16.03.2020 03:00;2,8;0
Oslo - Blindern;SN18700;16.03.2020 04:00;3,1;0
Oslo - Blindern;SN18700;16.03.2020 05:00;3,2;0
Oslo - Blindern;SN18700;16.03.2020 06:00;2,8;0
Oslo - Blindern;SN18700;16.03.2020 07:00;2,7;0
Oslo - Blindern;SN18700;16.03.2020 08:00;2,7;0
Oslo - Blindern;SN18700;16.03.2020 09:00;2,9;0
Oslo - Blindern;SN18700;16.03.2020 10:00;3,5;0
Oslo - Blindern;SN18700;16.03.2020 11:00;4,2;0
Oslo - Blindern;SN18700;16.03.2020 12:00;5;0
Oslo - Blindern;SN18700;16.03.2020 13:00;6,3;0
Oslo - Blindern;SN18700;16.03.2020 14:00;6,5;0
Oslo - Blindern;SN18700;16.03.2020 15:00;7,3;0
Oslo - Blindern;SN18700;16.03.2020 16:00;7,2;0
Oslo - Blindern;SN18700;16.03.2020 17:00;6,1;0
Oslo - Blindern;SN18700;16.03.2020 18:00;5,3;0
Oslo - Blindern;SN18700;16.03.2020 19:00;5,2;0
Oslo - Blindern;SN18700;16.03.2020 20:00;4,9;0
Oslo - Blindern;SN18700;16.03.2020 21:00;4,6;0
Oslo - Blindern;SN18700;16.03.2020 22:00;4,3;0
Oslo - Blindern;SN18700;16.03.2020 23:00;4,3;0
Oslo - Blindern;SN18700;17.03.2020 00:00;4;0
Oslo - Blindern;SN18700;17.03.2020 01:00;3,6;0
Oslo - Blindern;SN18700;17.03.2020 02:00;3,8;0
Oslo - Blindern;SN18700;17.03.2020 03:00;3,5;0
Oslo - Blindern;SN18700;17.03.2020 04:00;3,6;0
Oslo - Blindern;SN18700;17.03.2020 05:00;4;0
Oslo - Blindern;SN18700;17.03.2020 06:00;4,7;0
Oslo - Blindern;SN18700;17.03.2020 07:00;5,1;0
Oslo - Blindern;SN18700;17.03.2020 08:00;5,8;0
Oslo - Blindern;SN18700;17.03.2020 09:00;6,3;0
Oslo - Blindern;SN18700;17.03.2020 10:00;7,3;0
Oslo - Blindern;SN18700;17.03.2020 11:00;8,2;0
Oslo - Blindern;SN18700;17.03.2020 12:00;10,2;0
Oslo - Blindern;SN18700;17.03.2020 13:00;10,2;0
Oslo - Blindern;SN18700;17.03.2020 14:00;10;0
Oslo - Blindern;SN18700;17.03.2020 15:00;10;0
Oslo - Blindern;SN18700;17.03.2020 16:00;12;0
Oslo - Blindern;SN18700;17.03.2020 17:00;10,8;0
Oslo - Blindern;SN18700;17.03.2020 18:00;9,8;0
Oslo - Blindern;SN18700;17.03.2020 19:00;8,5;0
Oslo - Blindern;SN18700;17.03.2020 20:00;7;0
Oslo - Blindern;SN18700;17.03.2020 21:00;7;0
Oslo - Blindern;SN18700;17.03.2020 22:00;5,9;0
Oslo - Blindern;SN18700;17.03.2020 23:00;5,4;0
Oslo - Blindern;SN18700;18.03.2020 00:00;5,1;0
Oslo - Blindern;SN18700;18.03.2020 01:00;5;0
Oslo - Blindern;SN18700;18.03.2020 02:00;5,6;0
Oslo - Blindern;SN18700;18.03.2020 03:00;5,6;0
Oslo - Blindern;SN18700;18.03.2020 04:00;5,1;0
Oslo - Blindern;SN18700;18.03.2020 05:00;5,1;0
Oslo - Blindern;SN18700;18.03.2020 06:00;5;0
Oslo - Blindern;SN18700;18.03.2020 07:00;4,7;0
Oslo - Blindern;SN18700;18.03.2020 08:00;4,7;0
Oslo - Blindern;SN18700;18.03.2020 09:00;4,9;0
Oslo - Blindern;SN18700;18.03.2020 10:00;6,3;0
Oslo - Blindern;SN18700;18.03.2020 11:00;9,2;0
Oslo - Blindern;SN18700;18.03.2020 12:00;9,1;0
Oslo - Blindern;SN18700;18.03.2020 13:00;9,5;0
Oslo - Blindern;SN18700;18.03.2020 14:00;9,5;0
Oslo - Blindern;SN18700;18.03.2020 15:00;9,3;0
Oslo - Blindern;SN18700;18.03.2020 16:00;9,2;0
Oslo - Blindern;SN18700;18.03.2020 17:00;8,6;0
Oslo - Blindern;SN18700;18.03.2020 18:00;7,7;0
Oslo - Blindern;SN18700;18.03.2020 19:00;6,3;0
Oslo - Blindern;SN18700;18.03.2020 20:00;5,6;0
Oslo - Blindern;SN18700;18.03.2020 21:00;4,3;0
Oslo - Blindern;SN18700;18.03.2020 22:00;4,2;0
Oslo - Blindern;SN18700;18.03.2020 23:00;2,8;0
Oslo - Blindern;SN18700;19.03.2020 00:00;2,8;0
Oslo - Blindern;SN18700;19.03.2020 01:00;1,2;0
Oslo - Blindern;SN18700;19.03.2020 02:00;1;0
Oslo - Blindern;SN18700;19.03.2020 03:00;0,3;0
Oslo - Blindern;SN18700;19.03.2020 04:00;-0,7;0
Oslo - Blindern;SN18700;19.03.2020 05:00;-1,5;0
Oslo - Blindern;SN18700;19.03.2020 06:00;-1,5;0
Oslo - Blindern;SN18700;19.03.2020 07:00;-0,9;0
Oslo - Blindern;SN18700;19.03.2020 08:00;2,4;0
Oslo - Blindern;SN18700;19.03.2020 09:00;4,3;0
Oslo - Blindern;SN18700;19.03.2020 10:00;5,9;0
Oslo - Blindern;SN18700;19.03.2020 11:00;7,7;0
Oslo - Blindern;SN18700;19.03.2020 12:00;8,8;0
Oslo - Blindern;SN18700;19.03.2020 13:00;10,1;0
Oslo - Blindern;SN18700;19.03.2020 14:00;9,6;0
Oslo - Blindern;SN18700;19.03.2020 15:00;10,4;0
Oslo - Blindern;SN18700;19.03.2020 16:00;10,4;0
Oslo - Blindern;SN18700;19.03.2020 17:00;8,5;0
Oslo - Blindern;SN18700;19.03.2020 18:00;7,4;0
Oslo - Blindern;SN18700;19.03.2020 19:00;5,4;0
Oslo - Blindern;SN18700;19.03.2020 20:00;4,2;0
Oslo - Blindern;SN18700;19.03.2020 21:00;4,5;0
Oslo - Blindern;SN18700;19.03.2020 22:00;4,6;0
Oslo - Blindern;SN18700;19.03.2020 23:00;3,9;0
Oslo - Blindern;SN18700;20.03.2020 00:00;3,1;0
Oslo - Blindern;SN18700;20.03.2020 01:00;2,4;0
Oslo - Blindern;SN18700;20.03.2020 02:00;1,4;0
Oslo - Blindern;SN18700;20.03.2020 03:00;0,6;0
Oslo - Blindern;SN18700;20.03.2020 04:00;0,2;0
Oslo - Blindern;SN18700;20.03.2020 05:00;-0,3;0
Oslo - Blindern;SN18700;20.03.2020 06:00;0;0
Oslo - Blindern;SN18700;20.03.2020 07:00;0;0
Oslo - Blindern;SN18700;20.03.2020 08:00;1,3;0
Oslo - Blindern;SN18700;20.03.2020 09:00;2,4;0
Oslo - Blindern;SN18700;20.03.2020 10:00;3,7;0
Oslo - Blindern;SN18700;20.03.2020 11:00;5,2;0
Oslo - Blindern;SN18700;20.03.2020 12:00;5,7;0
Oslo - Blindern;SN18700;20.03.2020 13:00;6,3;0
Oslo - Blindern;SN18700;20.03.2020 14:00;6,9;0
Oslo - Blindern;SN18700;20.03.2020 15:00;6,8;0
Oslo - Blindern;SN18700;20.03.2020 16:00;7,1;0
Oslo - Blindern;SN18700;20.03.2020 17:00;6,7;0
Oslo - Blindern;SN18700;20.03.2020 18:00;5,6;0
Oslo - Blindern;SN18700;20.03.2020 19:00;2,2;0
Oslo - Blindern;SN18700;20.03.2020 20:00;0,8;0
Oslo - Blindern;SN18700;20.03.2020 21:00;-0,3;0
Oslo - Blindern;SN18700;20.03.2020 22:00;-0,6;0
Oslo - Blindern;SN18700;20.03.2020 23:00;-0,3;0
Oslo - Blindern;SN18700;21.03.2020 00:00;-0,9;0
Oslo - Blindern;SN18700;21.03.2020 01:00;-0,9;0
Oslo - Blindern;SN18700;21.03.2020 02:00;-0,6;0
Oslo - Blindern;SN18700;21.03.2020 03:00;-0,5;0
Oslo - Blindern;SN18700;21.03.2020 04:00;-0,1;0
Oslo - Blindern;SN18700;21.03.2020 05:00;-1,1;0
Oslo - Blindern;SN18700;21.03.2020 06:00;-0,4;0
Oslo - Blindern;SN18700;21.03.2020 07:00;-1,1;0
Oslo - Blindern;SN18700;21.03.2020 08:00;1,2;0
Oslo - Blindern;SN18700;21.03.2020 09:00;2,2;0
Oslo - Blindern;SN18700;21.03.2020 10:00;3,6;0
Oslo - Blindern;SN18700;21.03.2020 11:00;4,4;0
Oslo - Blindern;SN18700;21.03.2020 12:00;5,4;0
Oslo - Blindern;SN18700;21.03.2020 13:00;5,8;0
Oslo - Blindern;SN18700;21.03.2020 14:00;6,2;0
Oslo - Blindern;SN18700;21.03.2020 15:00;6,2;0
Oslo - Blindern;SN18700;21.03.2020 16:00;6;0
Oslo - Blindern;SN18700;21.03.2020 17:00;5,6;0
Oslo - Blindern;SN18700;21.03.2020 18:00;4,8;0
Oslo - Blindern;SN18700;21.03.2020 19:00;2,7;0
Oslo - Blindern;SN18700;21.03.2020 20:00;-0,1;0
Oslo - Blindern;SN18700;21.03.2020 21:00;-0,5;0
Oslo - Blindern;SN18700;21.03.2020 22:00;-1,3;0
Oslo - Blindern;SN18700;21.03.2020 23:00;-1,7;0
Oslo - Blindern;SN18700;22.03.2020 00:00;-2,1;0
Oslo - Blindern;SN18700;22.03.2020 01:00;-2,5;0
Oslo - Blindern;SN18700;22.03.2020 02:00;-2,9;0
Oslo - Blindern;SN18700;22.03.2020 03:00;-3,8;0
Oslo - Blindern;SN18700;22.03.2020 04:00;-4,2;0
Oslo - Blindern;SN18700;22.03.2020 05:00;-4,7;0
Oslo - Blindern;SN18700;22.03.2020 06:00;-4,4;0
Oslo - Blindern;SN18700;22.03.2020 07:00;-4,8;0
Oslo - Blindern;SN18700;22.03.2020 08:00;-0,5;0
Oslo - Blindern;SN18700;22.03.2020 09:00;0,6;0
Oslo - Blindern;SN18700;22.03.2020 10:00;1,6;0
Oslo - Blindern;SN18700;22.03.2020 11:00;4,2;0
Oslo - Blindern;SN18700;22.03.2020 12:00;4,6;0
Oslo - Blindern;SN18700;22.03.2020 13:00;5,5;0
Oslo - Blindern;SN18700;22.03.2020 14:00;5,6;0
Oslo - Blindern;SN18700;22.03.2020 15:00;5;0
Oslo - Blindern;SN18700;22.03.2020 16:00;4,7;0
Oslo - Blindern;SN18700;22.03.2020 17:00;4;0
Oslo - Blindern;SN18700;22.03.2020 18:00;3,2;0
Oslo - Blindern;SN18700;22.03.2020 19:00;2,5;0
Oslo - Blindern;SN18700;22.03.2020 20:00;2,1;0
Oslo - Blindern;SN18700;22.03.2020 21:00;1,9;0
Oslo - Blindern;SN18700;22.03.2020 22:00;2;0
Oslo - Blindern;SN18700;22.03.2020 23:00;1,3;0
Oslo - Blindern;SN18700;23.03.2020 00:00;1,5;0
Oslo - Blindern;SN18700;23.03.2020 01:00;1,3;0
Oslo - Blindern;SN18700;23.03.2020 02:00;1,1;0
Oslo - Blindern;SN18700;23.03.2020 03:00;1,5;0
Oslo - Blindern;SN18700;23.03.2020 04:00;2;0
Oslo - Blindern;SN18700;23.03.2020 05:00;2,7;0
Oslo - Blindern;SN18700;23.03.2020 06:00;2,7;0
Oslo - Blindern;SN18700;23.03.2020 07:00;2,4;0
Oslo - Blindern;SN18700;23.03.2020 08:00;3,3;0
Oslo - Blindern;SN18700;23.03.2020 09:00;3,5;0
Oslo - Blindern;SN18700;23.03.2020 10:00;4,2;0
Oslo - Blindern;SN18700;23.03.2020 11:00;5,4;0
Oslo - Blindern;SN18700;23.03.2020 12:00;4,9;0
Oslo - Blindern;SN18700;23.03.2020 13:00;5,3;0
Oslo - Blindern;SN18700;23.03.2020 14:00;5,3;0
Oslo - Blindern;SN18700;23.03.2020 15:00;5,5;0
Oslo - Blindern;SN18700;23.03.2020 16:00;5,3;0
Oslo - Blindern;SN18700;23.03.2020 17:00;4,5;0
Oslo - Blindern;SN18700;23.03.2020 18:00;3,6;0
Oslo - Blindern;SN18700;23.03.2020 19:00;3,6;0
Oslo - Blindern;SN18700;23.03.2020 20:00;3,4;0
Oslo - Blindern;SN18700;23.03.2020 21:00;2,8;0
Oslo - Blindern;SN18700;23.03.2020 22:00;2,9;0
Oslo - Blindern;SN18700;23.03.2020 23:00;2,6;0
Oslo - Blindern;SN18700;24.03.2020 00:00;2,4;0
Oslo - Blindern;SN18700;24.03.2020 01:00;2,3;0
Oslo - Blindern;SN18700;24.03.2020 02:00;2,4;0
Oslo - Blindern;SN18700;24.03.2020 03:00;2,5;0
Oslo - Blindern;SN18700;24.03.2020 04:00;2,5;0
Oslo - Blindern;SN18700;24.03.2020 05:00;2,6;0
Oslo - Blindern;SN18700;24.03.2020 06:00;2,9;0
Oslo - Blindern;SN18700;24.03.2020 07:00;3,5;0
Oslo - Blindern;SN18700;24.03.2020 08:00;4;0
Oslo - Blindern;SN18700;24.03.2020 09:00;4,6;0
Oslo - Blindern;SN18700;24.03.2020 10:00;5,1;0
Oslo - Blindern;SN18700;24.03.2020 11:00;5,6;0
Oslo - Blindern;SN18700;24.03.2020 12:00;5,6;0
Oslo - Blindern;SN18700;24.03.2020 13:00;5,5;0
Oslo - Blindern;SN18700;24.03.2020 14:00;5,5;0
Oslo - Blindern;SN18700;24.03.2020 15:00;5,3;0
Oslo - Blindern;SN18700;24.03.2020 16:00;5;0
Oslo - Blindern;SN18700;24.03.2020 17:00;4,6;0
Oslo - Blindern;SN18700;24.03.2020 18:00;4,5;0
Oslo - Blindern;SN18700;24.03.2020 19:00;4,6;0
Oslo - Blindern;SN18700;24.03.2020 20:00;4,7;0
Oslo - Blindern;SN18700;24.03.2020 21:00;4,6;0
Oslo - Blindern;SN18700;24.03.2020 22:00;4,5;0
Oslo - Blindern;SN18700;24.03.2020 23:00;4,3;0
Oslo - Blindern;SN18700;25.03.2020 00:00;4,4;0
Oslo - Blindern;SN18700;25.03.2020 01:00;4,2;0
Oslo - Blindern;SN18700;25.03.2020 02:00;4,1;0
Oslo - Blindern;SN18700;25.03.2020 03:00;3,9;0
Oslo - Blindern;SN18700;25.03.2020 04:00;3,8;0
Oslo - Blindern;SN18700;25.03.2020 05:00;3,8;0
Oslo - Blindern;SN18700;25.03.2020 06:00;3,8;0
Oslo - Blindern;SN18700;25.03.2020 07:00;4;0
Oslo - Blindern;SN18700;25.03.2020 08:00;4,8;0
Oslo - Blindern;SN18700;25.03.2020 09:00;6;0
Oslo - Blindern;SN18700;25.03.2020 10:00;7,4;0
Oslo - Blindern;SN18700;25.03.2020 11:00;7,5;0
Oslo - Blindern;SN18700;25.03.2020 12:00;7,9;0
Oslo - Blindern;SN18700;25.03.2020 13:00;7,9;0
Oslo - Blindern;SN18700;25.03.2020 14:00;7,6;0
Oslo - Blindern;SN18700;25.03.2020 15:00;7,7;0
Oslo - Blindern;SN18700;25.03.2020 16:00;7,4;0
Oslo - Blindern;SN18700;25.03.2020 17:00;6,7;0
Oslo - Blindern;SN18700;25.03.2020 18:00;6,1;0
Oslo - Blindern;SN18700;25.03.2020 19:00;5,7;0
Oslo - Blindern;SN18700;25.03.2020 20:00;5,5;0
Oslo - Blindern;SN18700;25.03.2020 21:00;5,5;0
Oslo - Blindern;SN18700;25.03.2020 22:00;5,3;0
Oslo - Blindern;SN18700;25.03.2020 23:00;5,3;0
Oslo - Blindern;SN18700;26.03.2020 00:00;4,8;0
Oslo - Blindern;SN18700;26.03.2020 01:00;4,8;0
Oslo - Blindern;SN18700;26.03.2020 02:00;4,7;0
Oslo - Blindern;SN18700;26.03.2020 03:00;4,6;0
Oslo - Blindern;SN18700;26.03.2020 04:00;4,4;0
Oslo - Blindern;SN18700;26.03.2020 05:00;4,4;0
Oslo - Blindern;SN18700;26.03.2020 06:00;4,2;0
Oslo - Blindern;SN18700;26.03.2020 07:00;4,2;0
Oslo - Blindern;SN18700;26.03.2020 08:00;4,3;0
Oslo - Blindern;SN18700;26.03.2020 09:00;4,5;0
Oslo - Blindern;SN18700;26.03.2020 10:00;5,1;0
Oslo - Blindern;SN18700;26.03.2020 11:00;5,5;0
Oslo - Blindern;SN18700;26.03.2020 12:00;6,4;0
Oslo - Blindern;SN18700;26.03.2020 13:00;8,6;0
Oslo - Blindern;SN18700;26.03.2020 14:00;10,4;0
Oslo - Blindern;SN18700;26.03.2020 15:00;9;0
Oslo - Blindern;SN18700;26.03.2020 16:00;7,5;0
Oslo - Blindern;SN18700;26.03.2020 17:00;6,8;0
Oslo - Blindern;SN18700;26.03.2020 18:00;6,3;0
Oslo - Blindern;SN18700;26.03.2020 19:00;5,8;0
Oslo - Blindern;SN18700;26.03.2020 20:00;5,4;0
Oslo - Blindern;SN18700;26.03.2020 21:00;4,8;0
Oslo - Blindern;SN18700;26.03.2020 22:00;4,5;0
Oslo - Blindern;SN18700;26.03.2020 23:00;4,4;0
Oslo - Blindern;SN18700;27.03.2020 00:00;4;0
Oslo - Blindern;SN18700;27.03.2020 01:00;3,8;0
Oslo - Blindern;SN18700;27.03.2020 02:00;3,8;0
Oslo - Blindern;SN18700;27.03.2020 03:00;3,7;0
Oslo - Blindern;SN18700;27.03.2020 04:00;3,6;0
Oslo - Blindern;SN18700;27.03.2020 05:00;3,5;0
Oslo - Blindern;SN18700;27.03.2020 06:00;3,4;0
Oslo - Blindern;SN18700;27.03.2020 07:00;3,4;0
Oslo - Blindern;SN18700;27.03.2020 08:00;3,6;0
Oslo - Blindern;SN18700;27.03.2020 09:00;3,7;0
Oslo - Blindern;SN18700;27.03.2020 10:00;4,6;0
Oslo - Blindern;SN18700;27.03.2020 11:00;4,9;0
Oslo - Blindern;SN18700;27.03.2020 12:00;6,2;0
Oslo - Blindern;SN18700;27.03.2020 13:00;7,1;0
Oslo - Blindern;SN18700;27.03.2020 14:00;6,9;0
Oslo - Blindern;SN18700;27.03.2020 15:00;7,6;0
Oslo - Blindern;SN18700;27.03.2020 16:00;7,7;0
Oslo - Blindern;SN18700;27.03.2020 17:00;7,7;0
Oslo - Blindern;SN18700;27.03.2020 18:00;7,1;0
Oslo - Blindern;SN18700;27.03.2020 19:00;5,5;0
Oslo - Blindern;SN18700;27.03.2020 20:00;3,7;0
Oslo - Blindern;SN18700;27.03.2020 21:00;2;0
Oslo - Blindern;SN18700;27.03.2020 22:00;0,8;0
Oslo - Blindern;SN18700;27.03.2020 23:00;0,2;0
Oslo - Blindern;SN18700;28.03.2020 00:00;-0,1;0
Oslo - Blindern;SN18700;28.03.2020 01:00;-1,2;0
Oslo - Blindern;SN18700;28.03.2020 02:00;-1,3;0
Oslo - Blindern;SN18700;28.03.2020 03:00;-1;0
Oslo - Blindern;SN18700;28.03.2020 04:00;0;0
Oslo - Blindern;SN18700;28.03.2020 05:00;-0,4;0
Oslo - Blindern;SN18700;28.03.2020 06:00;-0,6;0
Oslo - Blindern;SN18700;28.03.2020 07:00;0,6;0
Oslo - Blindern;SN18700;28.03.2020 08:00;4,9;0
Oslo - Blindern;SN18700;28.03.2020 09:00;5,2;0
Oslo - Blindern;SN18700;28.03.2020 10:00;6;0
Oslo - Blindern;SN18700;28.03.2020 11:00;6,6;0
Oslo - Blindern;SN18700;28.03.2020 12:00;7;0
Oslo - Blindern;SN18700;28.03.2020 13:00;7,4;0
Oslo - Blindern;SN18700;28.03.2020 14:00;6,9;0
Oslo - Blindern;SN18700;28.03.2020 15:00;6,6;0
Oslo - Blindern;SN18700;28.03.2020 16:00;6,9;0
Oslo - Blindern;SN18700;28.03.2020 17:00;5,6;0
Oslo - Blindern;SN18700;28.03.2020 18:00;3,8;0
Oslo - Blindern;SN18700;28.03.2020 19:00;2,2;0
Oslo - Blindern;SN18700;28.03.2020 20:00;1,5;0
Oslo - Blindern;SN18700;28.03.2020 21:00;0,8;0
Oslo - Blindern;SN18700;28.03.2020 22:00;0,2;0
Oslo - Blindern;SN18700;28.03.2020 23:00;-0,6;0
Oslo - Blindern;SN18700;29.03.2020 00:00;-1,1;0
Oslo - Blindern;SN18700;29.03.2020 01:00;-2;0
Oslo - Blindern;SN18700;29.03.2020 02:00;-2;0
Oslo - Blindern;SN18700;29.03.2020 03:00;-2;0
Oslo - Blindern;SN18700;29.03.2020 04:00;-2,4;0
Oslo - Blindern;SN18700;29.03.2020 05:00;-3,5;0
Oslo - Blindern;SN18700;29.03.2020 06:00;-4,4;0
Oslo - Blindern;SN18700;29.03.2020 07:00;-3,6;0
Oslo - Blindern;SN18700;29.03.2020 08:00;-0,6;0
Oslo - Blindern;SN18700;29.03.2020 09:00;1,4;0
Oslo - Blindern;SN18700;29.03.2020 10:00;2,5;0
Oslo - Blindern;SN18700;29.03.2020 11:00;3,1;0
Oslo - Blindern;SN18700;29.03.2020 12:00;4;0
Oslo - Blindern;SN18700;29.03.2020 13:00;6,2;0
Oslo - Blindern;SN18700;29.03.2020 14:00;6,6;0
Oslo - Blindern;SN18700;29.03.2020 15:00;6,6;0
Oslo - Blindern;SN18700;29.03.2020 16:00;5,9;0
Oslo - Blindern;SN18700;29.03.2020 17:00;5,8;0
Oslo - Blindern;SN18700;29.03.2020 18:00;5,1;0
Oslo - Blindern;SN18700;29.03.2020 19:00;4,6;0
Oslo - Blindern;SN18700;29.03.2020 20:00;4;0
Oslo - Blindern;SN18700;29.03.2020 21:00;3,8;0
Oslo - Blindern;SN18700;29.03.2020 22:00;3,6;0
Oslo - Blindern;SN18700;29.03.2020 23:00;2,9;0
Oslo - Blindern;SN18700;30.03.2020 00:00;2,6;0
Oslo - Blindern;SN18700;30.03.2020 01:00;0,6;0
Oslo - Blindern;SN18700;30.03.2020 02:00;0,8;0
Oslo - Blindern;SN18700;30.03.2020 03:00;1,1;0
